venue_name,identifier,maximumAttendeeCapacity
Allegiant Stadium,jambase:6543684,65000
We All Scream,jambase:8938774,1000
Stoney’s Rockin Country,jambase:378494,1500
Edgewater E Center,jambase:74271,2500
Hakkasan at MGM Grand,jambase:70253,7000
The Usual Place,jambase:7638478,298
Wet Republic,jambase:66977,
The Pool @ The Palms,jambase:408515,
Access Showroom @ Aliante Station Casino,jambase:67348,587
Marquee Nightclub,jambase:69446,3000
Tao Beach,jambase:388951,4000
American Legion Post 8,jambase:3863243,175
The Beverly Theater,jambase:10967452,
M Resort Spa and Casino,jambase:67736,10000
Eagle Aerie Hall,jambase:69781,100
Club Madrid,jambase:68840,510
Soulbelly BBQ,jambase:8840750,
Area15,jambase:7702796,8000
The Griffin,jambase:384671,
Sam’s Town Hotel,jambase:357971,1500
Myron’s at The Smith Center,jambase:11404780,
Sinwave,jambase:11319616,
Laughlin Event Center,jambase:71207,21000
Clark County Government Amphitheater,jambase:64331,1300
Stratosphere Hotel and Casino,jambase:7715081,2000
Reynolds Hall,jambase:388360,2050
The Dollar Loan Center,jambase:8700962,5567
Las Vegas Festival Grounds,jambase:5851744,85000
Chrome Showroom at Santa Fe Station Hotel & Casino,jambase:3805234,510
Las Vegas Convention Center,jambase:370323,
The Chelsea,jambase:68952,2500
Dolby Live at Park MGM,jambase:4603927,5200
Hard Rock Live,jambase:66997,1200
Grand Events Center @ Green Valley Ranch Casino,jambase:64344,2000
Orleans Arena,jambase:63210,9000
Tropicana Resort & Casino,jambase:370295,1200
Cannery Casino Hotel Resort,jambase:73489,200
Fremont Country Club,jambase:69314,1000
South Point Showroom at South Point Hotel Casino and Spa,jambase:3805683,400
Topgolf Las Vegas,jambase:2553242,900
Drais Rooftop Nightclub,jambase:388680,2500
Palms Hotel & Casino,jambase:362686,2549
Sand Bar @ Red Rock Casino Resort & Spa,jambase:328876,2800
Event Lawn at Virgin Hotels Las Vegas,jambase:7646368,
Rio Vista Outdoor Amphitheater at Harrah’s Laughlin,jambase:65458,3000
La Mona Rosa,jambase:9980978,
Las Vegas Motor Speedway,jambase:68976,80000
Thunderland Showroom at Excalibur,jambase:5944503,425
Kaos Dayclub and Nightclub,jambase:5689621,5000
Bugsy’s Cabaret at Flamingo,jambase:408546,150
Artemus Ham Concert Hall,jambase:383068,
Suncoast Showroom,jambase:3805674,500
The Wall at AREA15,jambase:11422586,
Gipsy,jambase:11321874,
BleauLive Theater at Fontainebleau Las Vegas,jambase:11164609,
Patio Nightclub,jambase:11161957,
The Punk Rock Museum,jambase:11021037,
Ford Wyoming Center,jambase:8982646,8395
Beacon Club,jambase:8313194,400
The Gaslight Social,jambase:4685916,
The Atlantis,jambase:10183621,450
9:30 Club,jambase:62073,1000
Birchmere,jambase:62267,500
The Fillmore Silver Spring,jambase:69507,2000
Kennedy Center,jambase:66454,2454
Songbyrd Music House,jambase:1490406,200
The Hamilton,jambase:69646,700
DC9,jambase:64359,250
Music Center at Strathmore,jambase:69321,1976
Soundcheck,jambase:337282,300
Tally Ho Theater,jambase:73210,350
Howard Theatre,jambase:69328,1242
Echostage,jambase:72874,3000
The Anthem,jambase:2888652,6000
Union Stage,jambase:3573694,450
The Barns at Wolf Trap,jambase:67069,382
Pearl Street Warehouse,jambase:3500092,300
Warner Theatre,jambase:62146,1847
Black Cat,jambase:62578,700
EagleBank Arena,jambase:63670,10000
Comet Ping Pong,jambase:65850,150
The Theater at MGM National Harbor,jambase:2710370,3000
Capital One Hall,jambase:7633248,2000
Lincoln Theatre,jambase:62645,1225
Jiffy Lube Live,jambase:62231,25262
The Event Center at Hollywood Casino,jambase:71782,1200
D.A.R. Constitution Hall,jambase:62613,3702
Capital One Arena,jambase:62105,20356
Maryland Theatre,jambase:62969,1279
Pie Shop DC,jambase:5562745,100
Library Of Congress Coolidge Auditorium,jambase:3085536,350
The State Theatre,jambase:62152,850
Center Stage Reston Community Center,jambase:360065,260
Quarry House Tavern,jambase:369961,60
Sofar Sounds Downtown,jambase:9198584,
Jammin’ Java,jambase:62440,200
Sofar Sounds Dupont Circle,jambase:9198817,
Filene Center at Wolf Trap,jambase:64004,7028
FedEx Field,jambase:340330,82000
Bright Box Theater,jambase:73519,120
Hollywood Casino At Charles Town Races,jambase:70573,1500
Terrace Theater,jambase:420277,513
Backseat Bar & Grill,jambase:5705194,
Sixth and I Historic Synagogue,jambase:70291,800
Nationals Park,jambase:67441,41313
Weinberg Center for the Arts,jambase:63634,1183
RFK Stadium Grounds,jambase:387405,
Culture House,jambase:8103755,500
Hylton Performing Arts Center,jambase:74017,
Sofar Sounds Eckington,jambase:9362068,
Sofar Sounds Logan Circle,jambase:9198849,
Sofar Sounds Bloomingdale,jambase:9198531,
Sofar Sounds Ivy City,jambase:9198841,
Museum of the Bible,jambase:10866597,
Blues Alley,jambase:62243,125
George Mason Center For The Arts,jambase:417860,2000
The Miracle Theatre,jambase:391184,371
Eisenhower Theater @ Kennedy Center,jambase:393020,
Blue Fox Billiards Bar & Grill,jambase:67313,
Allegany County Fairgrounds,jambase:330360,
Sofar Sounds U Street Corridor,jambase:9487195,
Sofar Sounds Penn Quarter,jambase:9198873,
Sofar Sounds Navy Yard,jambase:9198860,
Sofar Sounds Alexandria,jambase:9198516,
Lucketts Community Center,jambase:360723,
Coco Loco Nightclub,jambase:9846331,
Sofar Sounds Adams Morgan,jambase:9596483,
HEIST DC,jambase:9502459,
Sofar Sounds Virginia Square,jambase:9198890,
Sofar Sounds Foggy Bottom,jambase:9198829,
Sofar Sounds Ballston,jambase:9198523,
90 GRADOS NIGHT CLUB,jambase:7206939,
Merchant Hall At Hylton Performing Arts Center,jambase:6055945,1123
WILD DAYS,jambase:5976393,
Clarice Smith Performing Arts Center,jambase:567226,
Cherry Hill Park,jambase:382207,
Montpelier Cultural Arts Center,jambase:334118,
Verdun Adventure Bound,jambase:3117130,
Choctaw Grand Theater,jambase:71638,3000
Global Event Center At Winstar World Resort,jambase:565755,3500
Lucas Oil Live at Winstar,jambase:10146818,6500
Choctaw Event Center,jambase:74123,3000
WinStar World Casino and Resort,jambase:10822469,6500
Stage 271,jambase:7640679,
A&R Music Bar,jambase:66963,400
The Basement,jambase:68748,300
The Bluestone,jambase:192632,1000
Rumba Cafe,jambase:65243,200
Newport Music Hall,jambase:63076,1700
KEMBA Live!,jambase:63419,5200
Skully’s Music Diner,jambase:69985,1100
Woodlands Tavern,jambase:67472,300
The KING of CLUBS,jambase:7580803,850
Schottenstein Center,jambase:62138,18809
The Summit Music Hall,jambase:9754187,250
Ace Of Cups,jambase:72550,300
Nationwide Arena,jambase:62727,20000
Natalie’s Grandview,jambase:6296280,300
Southern Theater,jambase:358252,925
Columbus Athenaeum,jambase:395603,950
Wexner Center,jambase:73720,2500
Palace Theatre,jambase:63990,2827
Legend Valley,jambase:66044,
La Boom Columbus,jambase:674884,
The Forum,jambase:6276878,600
Lincoln Theatre,jambase:67765,588
Midland Theatre,jambase:64022,1800
Historic Crew Stadium,jambase:7502020,
Stuart’s Opera House,jambase:63559,395
The Ballroom at Thirty One West,jambase:2590029,
Ohio Stadium,jambase:62157,
Ohio Theatre,jambase:64546,
Mapfre Stadium,jambase:323574,
Davidson Theatre,jambase:356914,
McCoy Center for the Arts,jambase:324922,
Otherworld,jambase:5940733,2000
Templeton-Blackburn Alumni Memorial Auditorium,jambase:413108,2500
Ohio University,jambase:62637,
The Lawn at CAS,jambase:5441824,
Snow Fork Event Center,jambase:8723195,
Union Square Music Hall,jambase:11160833,
The Hat,jambase:573545,
Topeka Perfoming Arts Center,jambase:63347,2417
Prairie Band Casino,jambase:67166,1100
Kansas Expocentre,jambase:323737,10000
Mccain Auditorium,jambase:374331,1751
The Villa Event Venue,jambase:9946424,
Meyer Theatre,jambase:64099,1000
Fox Cities Performing Arts Center,jambase:63777,2100
The Resch Center,jambase:344577,9877
Weidner Center for Performing Arts,jambase:63346,2021
Hilton Appleton Paper Valley,jambase:11178251,
Cofrin Family Hall,jambase:8553579,
Appleton Beer Factory,jambase:7996291,500
Houdini’s Plaza,jambase:64509,
Gibson Music Hall,jambase:3884141,
Washington Island Campground,jambase:8388868,
Poplar Hall,jambase:7717868,200
Ford Festival Park,jambase:74132,
Mi Pueblo,jambase:7170307,
Ashwaubenon Performing Arts Center,jambase:6055812,
Grewal Hall at 224,jambase:10364891,900
Wharton Center for Performing Arts,jambase:73445,2254
Eaton County Fairgrounds,jambase:71136,
Ironbark Brewing Company,jambase:11333659,
Beer City Music Hall,jambase:8078743,500
Paycom Center,jambase:67924,18203
Tower Theatre,jambase:3260892,1000
Diamond Ballroom,jambase:62603,1000
The Criterion,jambase:2118773,3500
Rose State College Hudiburg Chevrolet Center,jambase:4256562,1400
The Jones Assembly,jambase:3141377,1600
OKC Farmers Market,jambase:73730,2000
7 Clans Casino,jambase:334237,
Sugar Creek Casino,jambase:69019,1200
Thelma Gaylord Performing Arts Theatre,jambase:8330440,2477
Resonant Head,jambase:10271337,250
The Showplace Theatre at Riverwind Casino,jambase:73821,1500
VAQUEROS OKLAHOMA CITY,jambase:7246797,
Zoo Amphitheatre,jambase:62317,7000
Firelake Grand Casino,jambase:65828,
89th Street Collective,jambase:64107,300
The Blue Door,jambase:63141,
Ponyboy,jambase:5826321,100
The Auditorium at The Douglass,jambase:5817293,725
McKnight Center for the Performing Arts Center,jambase:8811082,1098
Sofar Sounds Norman,jambase:11052044,
The ELM,jambase:6092861,1100
The Filling Station,jambase:62431,225
The Rialto Theatre,jambase:3567073,1200
Live from the Divide,jambase:71598,
Emerson Center for the Arts,jambase:192529,
Tips Up Big Sky,jambase:9749469,
The Bridge at Three Forks,jambase:5696949,
Beachland Ballroom,jambase:62672,500
House of Blues,jambase:63851,2500
Mahall’s 20 Lanes,jambase:68215,350
Grog Shop,jambase:62081,100
Music Box Supper Club,jambase:71461,75
Agora Ballroom,jambase:63343,2000
Blossom Music Center,jambase:62349,23000
The Kent Stage,jambase:63248,642
Beachland Ballroom (Tavern),jambase:69974,148
MGM Northfield Park – Center Stage,jambase:72230,2200
Akron Civic Theatre,jambase:62644,2592
The Foundry,jambase:69177,236
The Asylum at Masonic Temple,jambase:8462694,500
TempleLive at Cleveland Masonic,jambase:192972,2500
Goodyear Theater at East End,jambase:2277790,1458
Musica,jambase:65528,450
Jacobs Pavilion,jambase:65129,5000
The Roxy,jambase:10580496,800
Rocket Mortgage FieldHouse,jambase:62184,20562
The Winchester Music Tavern,jambase:3415042,500
KeyBank State Theatre,jambase:63023,3400
Dusty Armadillo,jambase:381097,1000
Connor Palace at The Playhouse Square Center,jambase:71848,2800
Mahall’s Apartment,jambase:4122089,350
Nelson Ledges Quarry Park,jambase:62584,10000
Palace Theatre,jambase:63306,1509
Clay’s Resort Jellystone Park,jambase:8677851,600
John S. Knight Center,jambase:1490451,2800
Lorain Palace Civic Center,jambase:65279,1400
The Treelawn Social Club,jambase:9571642,600
E.J. Thomas Hall,jambase:65578,2955
Renaissance Theatre,jambase:336202,1400
Yankies Bar & Grill,jambase:9549609,
Southington Off-road Park,jambase:8458977,
Wolstein Center,jambase:63381,13610
Happy Dog,jambase:62323,175
FirstEnergy Stadium,jambase:64832,
The Auricle – Venue & Bar,jambase:386311,150
Canton Memorial Civic Center,jambase:7888614,
Brother’s Lounge,jambase:66008,
Progressive Field,jambase:412632,
Happy Days Lodge,jambase:379921,
B Side Liquor Lounge,jambase:370751,400
Whiskey Island,jambase:412673,
Thirsty Cowboy,jambase:393259,
Ohio State Reformatory,jambase:8965476,
Performing Arts Center at Kent State University Tuscarawas,jambase:6041529,1000
Geauga Lyric Theater,jambase:4781671,292
Sofar Sounds Downtown,jambase:9851951,
Sofar Sounds Ohio City,jambase:9198697,
No Class,jambase:9090535,300
Alliance Event Center,jambase:575552,
Atwood Lake Park,jambase:380972,
Montgomery Performing Arts Center,jambase:70141,1800
Wind Creek Casino Hotel Wetumpka,jambase:71215,2500
Garrett Coliseum,jambase:339737,
Eastmont Baptist Church,jambase:5932807,
Riverfront Park,jambase:10225846,
Mercury Ballroom,jambase:70720,900
Headliners Music Hall,jambase:62382,700
21st in Germantown,jambase:8936536,
The Louisville Palace Theater,jambase:67529,2611
KFC Yum! Center,jambase:69400,22000
Zanzabar,jambase:66595,375
The Whirling Tiger,jambase:8389699,300
The Amp at Log Still,jambase:7730596,2000
Old Forester’s Paristown Hall,jambase:5618840,2000
The FLEX at French Lick Resort,jambase:9358258,2500
Brown Theatre,jambase:63628,1400
Bomhard Theater,jambase:69554,619
The Mag Bar,jambase:65818,125
The Kentucky Center for the Performing Arts,jambase:66612,2406
Kentucky Fair And Expo Center,jambase:386595,19000
Best Western Premier Airport/Expo Center Hotel,jambase:9635186,
French Lick Resort & Casino,jambase:371203,2500
Louisville Waterfront Park,jambase:73266,
The Bourbon Hall,jambase:4666914,2500
PBR Louisville,jambase:5942862,150
Bicentennial Park [Madison],jambase:570683,
PORTAL @ fifteenTWELVE,jambase:8899444,350
Maxwell’s House of Music,jambase:8229523,
Triple Crown Pavilion,jambase:8010405,
High Horse,jambase:7960843,
Jones Fields,jambase:4354921,
Coronado Performing Arts Center,jambase:192648,2310
The Apollo Theatre AC,jambase:71706,910
Mary’s Place,jambase:62595,
The Crocodile,jambase:62273,550
Tractor Tavern,jambase:62297,550
Madame Lou’s,jambase:7473824,300
Showbox SoDo,jambase:63742,1150
Sunset Tavern,jambase:62802,200
The Barboza,jambase:74066,200
Benaroya Hall,jambase:62235,2500
Nectar Lounge,jambase:68045,489
El Corazon,jambase:63808,800
Moore Theatre,jambase:62516,1800
Sofar Sounds Seattle,jambase:9198731,
Paramount Theatre,jambase:62082,2807
Spanish Ballroom,jambase:7506222,700
Edmonds Center for the Arts,jambase:67027,700
Taper Auditorium – Benaroya Hall,jambase:418698,2479
Showbox at the Market,jambase:62321,1150
Climate Pledge Arena,jambase:7395083,18000
Vera Project,jambase:65398,55
The Funhouse,jambase:192661,200
Tacoma Dome,jambase:62636,23000
Admiral Theatre,jambase:64358,802
White River Amphitheater,jambase:68675,16000
Mount Baker Theatre,jambase:64480,1507
The Wild Buffalo,jambase:62615,450
WAMU Theater,jambase:65080,5000
Belltown Yacht Club,jambase:5801081,
Neumos,jambase:63845,650
T-Mobile Park,jambase:333545,47943
Kirkland Performance Center,jambase:74020,402
Federal Way Performing Arts and Event Center,jambase:5854352,716
The Triple Door,jambase:63646,250
Clock-Out Lounge,jambase:3980082,99
Substation,jambase:1490560,600
Muckleshoot Events Center,jambase:7809956,2800
Black Lodge,jambase:67800,100
Suquamish Clearwater Beach Rock Music & Sports Lounge,jambase:5692732,
Jazz Alley,jambase:62249,350
Chateau Ste. Michelle Winery,jambase:64119,4500
Lumen Field,jambase:8965475,67000
Emerald Queen Casino,jambase:63495,1800
Angel of the Winds Arena,jambase:67674,10000
Pantages Theater,jambase:73787,2703
The Rialto Theater,jambase:365982,780
Sofar Sounds Queen Anne,jambase:9198718,
Suquamish Clearwater Casino Event Center,jambase:5906910,
Neptune Theatre,jambase:72406,1000
Chop Suey,jambase:63237,550
Fremont Abbey Arts Center,jambase:2549251,250
ShoWare Center,jambase:67763,6500
Washington Center for the Performing Arts,jambase:64604,500
Sofar Sounds West Seattle,jambase:9465032,
Sofar Sounds Capitol Hill,jambase:9198549,
Marymoor Park,jambase:64644,5000
High Dive,jambase:64445,250
Jazzbones,jambase:62744,500
Tulalip Resort Casino,jambase:64690,1500
Clearwater Casino,jambase:64835,1000
Capitol Theater,jambase:62364,1500
Temple Theatre,jambase:62808,1620
The Airport Tavern,jambase:3117352,
Numerica Performing Arts Center,jambase:332958,
McCaw Hall,jambase:63754,2963
Everett Theatre,jambase:364269,125
McMenamins Elks Temple,jambase:5576401,700
Hyatt Regency Bellevue,jambase:384729,
Darrington Bluegrass Music Park,jambase:64324,
Club SUR,jambase:394933,
Washington Hall,jambase:339322,735
Remlinger Farms,jambase:9979151,
Waypoint Park,jambase:9522194,
Sofar Sounds SoDo,jambase:9212521,
Sofar Sounds South Lake Union,jambase:9198882,
Sofar Sounds First Hill,jambase:9198602,
Vue Lounge,jambase:8928752,
Queer/Bar,jambase:8807107,
Kremwerk,jambase:71256,282
Town Hall,jambase:63126,832
Capitol Hill Block Party,jambase:63112,
Rivers Run Event Center at Angel Of The Winds Casino Resort,jambase:6041523,
Club Trinity,jambase:418707,
Magnuson Park Amphitheatre,jambase:374896,
Latona Pub,jambase:359271,
Chapel Performance Space,jambase:3342186,
Seattle First Baptist Church,jambase:329332,
Palindrome,jambase:11464207,
Galaxy,jambase:11411688,
Skookum Creek Events Center,jambase:10607813,
Wagner Noel Performing Arts Center,jambase:69955,1819
The Tailgate,jambase:9282404,
Rea-Greathouse Recital Hall at the Wagner Noël Performing Arts Center,jambase:7768018,192
La Hacienda Events Center,jambase:333746,600
The Ector Theatre,jambase:7579483,756
Deadwood Mountain Grand,jambase:69923,3000
The Monument,jambase:7656882,
Fine Arts Theatre at The Monument,jambase:9650318,1700
Sturgis Buffalo Chip,jambase:68713,
WYO Theater,jambase:374533,
James Kjerstad Event Center,jambase:9474320,
Matthews Opera House,jambase:389435,
Crow Peak Brewing,jambase:333515,
The Park,jambase:10995981,
Golden Nugget Lake Charles,jambase:71063,1161
L’Auberge Casino Resort,jambase:64723,1500
Coushatta Casino Resort,jambase:71008,
Lake Charles Civic Center,jambase:372921,
State Theatre,jambase:62119,1870
Merrill Auditorium,jambase:62616,1908
Aura,jambase:2793632,1000
Portland House of Music and Events (HOME),jambase:72780,292
Cross Insurance Arena,jambase:62078,9500
Stone Mountain Arts Center,jambase:65207,200
Snow Pond Center for the Arts,jambase:8416979,
Thompson’s Point,jambase:405114,
Thomas Point Beach,jambase:63361,
Waldo Theater,jambase:364848,285
Space Gallery,jambase:63899,300
Johnson Hall,jambase:405151,117
Waterville Opera House,jambase:65337,810
Oxbow Brewing Company,jambase:4217466,
Public Landing,jambase:70907,
Ossipee Valley Fairgrounds,jambase:70236,
First Parish Church,jambase:362844,
Tuckerman Brewing,jambase:11385792,
Belcher Center,jambase:348716,2000
Banita Creek Hall,jambase:66983,900
UT Tyler Cowan Center,jambase:2849208,
Neon Moon Restaurant and Social Club,jambase:9262676,400
The Backporch,jambase:7897841,
Jannus Live,jambase:62683,2000
Bilheimer Capitol Theatre,jambase:66855,750
Ruth Eckerd Hall,jambase:73275,2180
The Ritz Ybor,jambase:66147,1114
Crowbar,jambase:65318,300
Van Wezel Performing Arts Hall,jambase:63185,1741
Seminole Hard Rock Hotel & Casino,jambase:366721,7000
The Orpheum,jambase:62218,720
Duke Energy Center for the Arts – Mahaffey Theater,jambase:64090,2031
Skipper’s Smokehouse,jambase:62351,800
The Sound at Coachman Park,jambase:10174458,9000
Neel Performing Arts Auditorium,jambase:574141,
MIDFLORIDA Credit Union Amphitheatre at the Florida State Fairgrounds,jambase:64568,20000
The Floridian Social Club,jambase:73281,800
Yuengling Center,jambase:7933505,10411
Tampa Theatre,jambase:63060,1252
Raymond James Stadium,jambase:65297,65618
New World Tampa,jambase:62687,299
Brass Mug,jambase:63829,700
Lake Eva Park,jambase:568271,1400
Hooch and Hive,jambase:4670513,200
Wish Farms Soundstage,jambase:3843276,
Amalie Arena,jambase:63471,20500
Vinoy Park,jambase:69066,
Cuban Club,jambase:346999,
Florida Sand Music Ranch,jambase:64227,
Sims Park Amphitheater,jambase:401540,2000
Safety Harbor Art And Music Center,jambase:674747,
Center for the Arts at Wesley Chapel,jambase:11298114,
Dunedin Brewery,jambase:64658,
The Attic,jambase:3973804,175
Dallas Bull,jambase:375769,300
Bell Shoals Baptist Church,jambase:348787,
Julian B. Lane Riverfront Park,jambase:7585185,
Spa Beach Park,jambase:8657440,
CoolToday Park,jambase:7229441,
Cage Brewing,jambase:3884150,
TK Lounge,jambase:9643693,
Mamajuana Cafe Tampa,jambase:9635339,
Florida Classic Park,jambase:8189805,
Central Park Performing Arts Center,jambase:7579488,
Polk Theatre,jambase:66923,
Sarasota Municipal Auditorium,jambase:6354899,
St. Pete Pier,jambase:401400,10000
Pinellas Park Performing Arts Center,jambase:395239,
The Stockyard Nightclub,jambase:3702562,
Port of Tampa,jambase:2874638,
Waypoint Bar & Grill,jambase:10028896,
Blue Gate Performing Arts Center,jambase:9253105,1500
Morris Performing Arts Center,jambase:66341,2564
Silver Creek Event Center At Four Winds New Buffalo,jambase:68376,1550
Blue Gate Theatre,jambase:9255248,1500
Lerner Theater,jambase:69220,1700
Acorn Theater,jambase:64368,
Goshen College,jambase:66290,
Plymouth Motor Speedway,jambase:9974915,4000
Elkhart County Fairgrounds,jambase:64773,
The Watermark Brewing Company,jambase:5693179,
Sauder Concert Hall,jambase:341836,
Gillioz Theatre,jambase:66175,1130
Outland Ballroom,jambase:65125,325
Ozarks Amphitheater,jambase:68020,10222
The Mansion Theatre for the Performing Arts,jambase:344208,3000
Juanita K. Hammons Hall for the Performing Arts,jambase:357095,2220
The Riff,jambase:3955457,500
Midnight Rodeo,jambase:371087,1300
The Farm,jambase:72024,4000
Great Southern Bank Arena,jambase:70745,11000
Black Oak Mountain Amphitheater,jambase:571837,
Basin Park Hotel Ballroom,jambase:63691,
Community Blood Center of The Ozarks,jambase:3971929,
The Auditorium,jambase:358784,
Evangel University,jambase:329349,
West Plains Civic Center,jambase:328619,4000
The Regency Live,jambase:11294753,
Oasis: Live Music & Nightclub,jambase:10616274,
The Caverns,jambase:3848796,1000
Barrelhouse Ballroom,jambase:9195713,500
The Signal,jambase:3843296,1300
The Walker Theatre,jambase:3500087,851
Soldiers and Sailors Memorial Auditorium,jambase:66088,3866
Songbirds,jambase:3151328,250
Barking Legs Theater,jambase:64361,
Cherry Street Tavern,jambase:9640926,
HiFi Clyde’s,jambase:4824826,
The Caverns Amphitheater,jambase:7381273,6000
The Woodshop,jambase:9027755,
Abba’s House,jambase:377369,3750
Jaceland,jambase:575713,
Strummer’s,jambase:73531,400
Save Mart Center,jambase:73716,16182
William Saroyan Theatre,jambase:63247,2353
Full Circle Brewing Co.,jambase:377298,1200
Fulton 55,jambase:68741,500
Fox Theatre,jambase:63219,1275
Tower Theatre,jambase:63930,761
Selland Arena,jambase:366672,10132
Warnors Center,jambase:336656,2100
Tioga Sequoia Brewing Company,jambase:2462491,70
Rainbow Ballroom,jambase:192737,2500
Visalia First,jambase:5985297,
Pan American Ballroom,jambase:6429782,
Los Arcor Night Club,jambase:6389512,
The Grove House,jambase:5640433,
Eagle Mountain Casino,jambase:370930,2000
The Drake,jambase:8766354,240
BOMBYX Center for Arts & Equity,jambase:8154188,330
Academy of Music,jambase:62949,804
Tree House Brewing Company (Deerfield),jambase:8259808,1500
Springfield Symphony Hall,jambase:343285,2600
The Shea Theater,jambase:193369,330
Bishop’s Lounge,jambase:192485,
Aria Ballroom at MGM Springfield,jambase:6534590,
Fine Arts Center at UMASS Amherst,jambase:405646,
Westfield River Brewing Company,jambase:3358569,
Newberry Opera House,jambase:62702,426
The Senate,jambase:69941,1200
Township Auditorium,jambase:341959,3383
Colonial Life Arena,jambase:68028,18000
New Brookland Tavern,jambase:73241,300
Harbison Theatre,jambase:392861,
Columbia Speedway Entertainment Center,jambase:346588,
Sumter Opera House,jambase:348457,
St. Pat’s In Five Points,jambase:567670,
Shandon Baptist Church,jambase:379102,
HI-FI,jambase:70630,400
Murat Theatre at Old National Centre,jambase:64609,2500
Brown County Music Center,jambase:5687572,2000
8 Seconds,jambase:63668,1600
Everwise Amphitheater at White River State Park,jambase:64341,7500
Ruoff Music Center,jambase:62153,24790
The Palladium,jambase:68346,1600
Bluebird,jambase:62225,288
Gainbridge Fieldhouse,jambase:6660667,18000
Egyptian Room at Old National Centre,jambase:62255,2000
Clowes Memorial Hall,jambase:62310,2096
Deluxe at Old National Centre,jambase:68192,600
Lucas Oil Stadium,jambase:66221,70000
The Mousetrap Bar and Grill,jambase:63480,200
Buskirk-Chumley Theater,jambase:62211,600
Paramount Theatre [Anderson],jambase:329786,1736
Indiana University Auditorium,jambase:67506,3154
HI-FI Annex,jambase:7259138,400
Chispas Discoteque,jambase:391410,
Moontown Brewing Company,jambase:9229321,160
The Coterie,jambase:8393322,
Hoosier Dome,jambase:68543,56127
Indiana Farmers Coliseum,jambase:72864,6800
Hoosier Park Racing & Casino,jambase:66544,1200
Pruis Hall – Ball State University,jambase:346574,640
Howard L. Schrott Center For The Arts,jambase:568315,475
Booth Tarkington Civic Theatre,jambase:403417,500
Feinstein’s at Hotel Carmichael,jambase:9639153,135
The Jazz Kitchen,jambase:73252,120
The Bishop,jambase:71493,200
Indianapolis Motor Speedway,jambase:64418,
Emens Auditorium,jambase:65308,
Duke’s Indy,jambase:4670725,150
Reardon Auditorium,jambase:328695,
Sofar Sounds Indianapolis,jambase:9198637,
American Legion Mall,jambase:403493,
Madame Walker Theatre,jambase:367393,
Sofar Sounds Bates-Hendricks,jambase:11440865,
Indiana University Memorial Stadium,jambase:11235527,
Sofar Sounds Garfield Park,jambase:11204718,
The Toby at Newfields,jambase:11147883,
The National,jambase:65586,1500
Carpenter Center for the Performing Arts,jambase:64932,1800
The Broadberry,jambase:72070,500
Richmond Music Hall,jambase:5302324,300
Beacon Theatre,jambase:70821,1000
Get Tight Lounge,jambase:9134907,100
Ember Music Hall,jambase:10218430,450
The Tin Pan,jambase:74243,220
The Canal Club,jambase:67711,720
The Camel,jambase:65442,200
Altria Theatre,jambase:69997,3565
Main Line Brewery,jambase:7115507,
Brown’s Island,jambase:69456,6000
Randolph-Macon College,jambase:418071,1501
SERVPRO Richmond Pavilion,jambase:62882,8500
Gallery 5,jambase:66097,150
Dominion Energy Center,jambase:3198746,1800
Meadow Event Park,jambase:5893486,2000
The Ashland Theatre,jambase:5833365,300
St Paul’s Baptist Church,jambase:9996008,
The Groove Music Hall,jambase:3151324,
Columbia County Performing Arts Center,jambase:7754023,2062
Miller Theater,jambase:3613846,1300
James Brown Arena,jambase:372644,8000
Southbound Smokehouse,jambase:3117357,
Augusta Common,jambase:2001900,
Lewis Family Homeplace,jambase:9978410,
Amarillo Civic Center Auditorium,jambase:70109,2300
Globe News Center for the Performing Arts,jambase:674928,1300
Starlight Ranch,jambase:7170322,2000
GoldenLight Cafe & Cantina,jambase:65427,
Historic Yuma Theatre,jambase:8039352,640
Yuma Civic & Convention Center,jambase:337627,
7th Street Entry,jambase:62669,250
Turf Club,jambase:62219,350
Fine Line Music Cafe,jambase:62089,650
First Avenue,jambase:66332,1550
Dakota,jambase:62756,350
Orchestra Hall,jambase:329352,2087
Ordway Center For the Performing Arts,jambase:362391,2206
Varsity Theatre,jambase:64409,962
Driftwood Char Bar,jambase:68397,100
The Cedar,jambase:62520,625
Amsterdam Bar and Hall,jambase:71295,400
The Fillmore Minneapolis,jambase:6029239,1850
Icehouse,jambase:69340,300
The Parkway Theater,jambase:391544,360
The Armory,jambase:3510723,8400
Xcel Energy Center,jambase:66412,20554
Palace Theatre,jambase:2739234,2500
Target Center,jambase:62065,19356
State Theatre,jambase:64556,2181
Mystic Lake Casino,jambase:64135,2100
Pantages Theatre,jambase:63999,1014
Underground Music Cafe,jambase:342728,540
U.S. Bank Stadium,jambase:2281242,66655
Myth Live,jambase:3204124,3500
Uptown Theater,jambase:10005434,1688
Treasure Island Resort and Casino,jambase:64193,3000
Skyway Theatre,jambase:70074,1800
Medina Entertainment Center,jambase:63969,2000
Ames Center,jambase:2301326,1014
The Historic Mabel Tainter Theater,jambase:64298,261
Fitzgerald Theater,jambase:73253,1058
Target Field,jambase:74058,
The LOFT at Skyway Theatre,jambase:7673465,
Orpheum Theatre,jambase:63360,2600
Surly Brewing Company,jambase:380107,175
The Garage,jambase:192652,550
Somerset Amphitheater,jambase:68978,40000
The O’Shaughnessy,jambase:346671,622
The Pourhouse Downtown,jambase:7764789,1200
